variable_names,psextype,psextype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pagetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pracetype,pedutype,pedutype,pedutype,pedutype,pedutype
variable_categories,1,2,1,2,3,4,5,6,7,8,9,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,,,,,,,,,,,
1313,5505,5451,1323,963,704,1683,1480,1598,1590,877,734,6033,1281,2854,45,9,291,440,3110,2821,2071,1944,1009
1314,7480,7879,1870,1273,3482,2033,1830,1767,1522,862,718,9899,1738,2380,40,16,366,918,4857,2454,4289,2301,1457
1315,5558,5690,1685,1057,970,1668,1522,1532,1386,871,555,8075,1229,925,14,0,351,653,4262,2801,2186,1423,575
1316,5267,5503,1214,1244,833,825,1297,1934,1747,956,716,8530,254,1692,10,0,185,97,2762,1271,1520,2944,2271
1317,5295,5490,1316,970,836,1276,1450,1621,1559,1025,730,5626,2069,2533,28,1,281,245,2681,1626,1814,2482,2181
1318,5599,5845,1581,1013,1037,1417,1602,1693,1489,808,800,7685,901,1659,21,0,267,910,3405,2335,2283,2023,1398
1319,4794,5263,980,814,792,1111,1019,1436,1632,1178,1091,8223,1232,245,6,1,186,161,2287,1824,2101,2500,1344
1320,5336,5544,1358,1036,963,1001,1315,1728,1736,1012,727,9281,444,699,29,0,178,248,3053,1880,2212,2270,1464
1321,5071,5314,1348,776,980,1339,1226,1417,1538,1050,707,7517,1592,276,12,1,300,685,2926,2208,2287,1783,1180
1322,4943,4968,1265,987,742,1024,1181,1617,1485,912,694,8825,341,323,5,4,126,285,2705,1619,2031,2259,1296
1323,5103,5529,1263,990,817,1121,1256,1629,1667,1100,786,9068,515,682,5,0,222,138,2828,2308,2155,2038,1302
1324,5003,5320,1360,1140,933,1022,1163,1708,1577,921,495,8535,325,1142,16,8,135,160,2871,1814,1909,2218,1509
1325,5875,6250,1261,984,812,1249,1230,1583,1877,1753,1373,11435,213,125,14,4,194,138,2926,3352,2977,1917,952
1326,5236,5737,1240,881,826,1279,1139,1406,1575,1434,1191,9645,373,313,13,14,225,387,2888,3377,2499,1589,619
1327,7191,7534,4035,1746,1199,1748,1432,1163,1139,1005,1255,13297,497,281,9,0,173,467,6814,2911,2663,1461,874
1328,5208,5964,1142,837,739,1014,1052,1433,1661,1698,1593,9973,520,294,2,3,207,171,2700,3345,2662,1790,674
1329,5229,5370,1158,949,786,1232,1142,1567,1702,1203,856,9918,214,169,3,5,155,133,2580,2437,2592,2033,956
1330,8216,7609,2299,1374,1567,2747,2354,2185,1696,970,630,7264,4054,223,69,1,570,3642,7046,4354,2788,1170,466
1331,5502,6762,1963,1261,1362,1737,1626,1622,1350,807,533,761,10109,285,14,0,221,873,4788,3323,2815,969,368
1332,5531,5857,1434,949,1026,1610,1682,1587,1491,948,659,7538,1446,1108,25,0,371,898,3212,2603,2298,2130,1144
1333,8888,10142,2962,1724,1895,2784,2576,2531,2192,1327,1036,3404,13717,358,49,6,318,1175,6470,4675,4070,2400,1413
1334,5074,5644,1410,1045,712,987,1427,1704,1513,1060,856,8680,1028,550,14,1,333,109,2821,1379,1529,2937,2051
1335,5076,5237,1369,1117,633,915,1359,1652,1407,999,860,6430,1435,1696,5,7,351,387,2922,1300,1381,2457,2252
1336,6503,6568,1509,1217,1075,1372,1641,2103,1869,1213,1069,11032,407,697,39,2,274,617,3509,2716,2645,2678,1521
1337,6365,6624,1579,1425,1103,1261,1503,2198,1942,1179,795,11050,538,862,41,0,293,202,3522,2084,2502,3068,1812
1338,5403,5788,1292,998,898,1279,1431,1690,1692,1067,840,7946,273,2605,7,0,249,109,2833,1784,1852,2827,1893
1339,5910,6141,1478,1043,1130,1382,1502,1785,1644,1100,984,10222,515,961,7,2,242,100,2938,1551,1683,3286,2592
1340,7100,7125,1522,1336,1184,1523,1602,2304,2353,1507,891,13174,341,279,3,0,261,165,3496,3463,3389,2631,1245
1341,5180,5413,1192,924,915,1150,1208,1666,1674,1054,806,9361,473,260,11,1,278,206,2812,2671,2510,1795,804
1342,6459,6388,2075,1371,1202,1865,1896,1711,1404,784,535,5355,2452,241,96,0,443,4257,5739,3696,2280,756,374
1343,5163,5659,1182,899,1112,1504,1352,1512,1596,963,698,4836,3393,796,15,1,314,1465,3007,2690,2543,1787,792
1344,5096,5525,1605,1096,664,934,1466,1703,1372,925,851,8533,446,995,4,0,227,414,3032,1274,1319,2742,2251
1345,5007,5178,1644,924,759,1260,1411,1486,1252,846,600,5539,2432,433,50,3,261,1466,3536,2041,1547,1825,1236
1346,5300,5632,1318,920,968,1497,1512,1555,1504,900,756,6244,3039,395,42,0,311,899,3207,2736,2619,1608,761
1347,6093,6669,1612,1081,1087,1601,1561,1935,1851,1158,872,9164,2205,580,12,2,424,374,3465,3128,3101,2126,942
1348,7401,7898,1736,1530,1132,1749,1899,2336,2190,1503,1220,12529,1092,1003,15,0,417,241,3757,2696,3092,3571,2181
1349,8451,8071,2020,1402,1570,2138,2051,2281,2404,1512,1141,10355,4318,588,40,16,836,367,4562,4280,4125,2389,1166
1350,5803,6485,2179,1271,1224,1788,1610,1437,1446,814,513,4447,3980,529,44,8,493,2783,5484,3120,2474,890,319
1351,5793,6360,1501,1000,925,1850,1497,1809,1580,1150,838,9084,1859,260,11,8,306,622,3170,3052,2864,2097,969
1352,7120,7385,1849,1207,1348,2074,1774,1969,2128,1323,830,9888,3101,525,27,3,554,406,4137,3942,3717,1875,833
1353,5727,6012,1447,1112,755,1290,1513,1675,1629,1171,1144,8706,850,1580,7,0,323,272,3133,1650,2031,2754,2171
1354,6161,6592,1592,1030,1019,1646,1569,1861,1890,1240,903,10211,1301,532,15,0,443,249,3333,3506,2986,2034,893
1355,7977,8386,2199,1601,1591,1899,2098,2425,2229,1437,882,13497,1653,380,29,6,437,361,4693,3783,3929,2522,1435
1356,5870,6062,1758,1006,1530,1684,1582,1530,1386,850,603,5589,5151,268,34,2,274,612,4599,2966,2759,1022,585
1357,7185,7462,1705,1395,1736,1548,1793,2160,1984,1253,1070,10039,996,3114,21,7,331,138,3736,1725,2379,3099,3707
1358,4920,5245,1138,860,904,1296,1337,1482,1425,1002,719,7517,1385,693,0,3,243,322,2733,2433,2290,1834,873
1359,5808,5430,1548,962,917,1576,1478,1549,1422,1017,767,7686,2051,160,107,6,443,782,4280,3411,2231,903,412
1360,5070,5210,1437,1037,868,1340,1281,1329,1338,951,696,7573,1763,122,59,5,291,466,3720,3030,2170,963,396
1361,5053,5323,1097,776,775,1104,972,1319,1724,1502,1104,9315,545,152,3,1,208,150,2481,2761,2543,1718,871
1362,6278,6564,2077,1405,1220,1867,1525,1501,1569,992,684,2472,89,94,9289,16,378,503,5472,3303,3106,574,387
1363,4870,4868,1586,1060,843,1303,1231,1070,1228,825,588,6387,100,75,2414,4,339,417,3615,2195,2824,652,452
1364,6002,6250,1523,987,1007,1322,1345,1552,1913,1562,1038,8455,112,197,936,8,334,2209,3673,2737,3281,1402,1158
1365,5165,4855,1566,868,1145,1491,1120,1016,1179,915,717,7212,318,81,135,18,548,1706,3747,2236,2696,909,432
1366,7233,7698,1630,1116,1116,1678,1684,1891,2375,2212,1226,12434,169,173,487,14,472,1179,4048,3008,3333,2329,2211
1367,6990,7283,1872,1491,1095,1753,1813,1839,1978,1552,877,10380,344,255,1794,34,544,919,4529,2837,3847,1908,1151
1368,5107,5079,1249,947,842,1135,1143,1281,1622,1241,722,8475,129,132,593,0,332,523,3298,2478,2583,973,851
1369,4792,5242,1114,839,752,1290,1203,1281,1466,1214,873,7616,234,674,390,0,463,656,2344,1298,2437,2007,1947
1370,4868,5213,1183,726,887,1461,1289,1208,1401,1072,851,7526,307,245,531,15,483,972,2526,1897,2826,1613,1217
1371,5298,5229,1520,869,997,1804,1388,1166,1293,880,607,7366,468,313,621,1,595,1162,3659,2037,2642,1197,991
1372,5080,5167,1135,739,1178,1669,1156,1319,1295,1062,690,7659,180,142,451,0,397,1417,2955,1913,2578,1503,1297
1373,6283,6539,1749,1430,1117,1953,1837,1630,1514,1014,574,9859,478,246,652,4,618,963,3847,2227,3724,1896,1127
1374,5614,5861,1878,1346,1156,1729,1601,1342,1237,739,445,8122,256,55,434,20,313,2273,5082,2902,2575,651,265
1375,5202,5088,1306,923,908,1035,1043,1136,1479,1430,1027,9257,85,90,302,4,205,345,3603,2685,2507,904,590
1376,5330,5271,1646,1211,1238,1209,1184,1220,1283,918,689,9222,92,81,80,6,103,1015,4933,1818,2329,894,625
1377,5267,5743,1531,958,1885,1607,1164,1082,1091,977,713,9384,292,163,163,7,314,686,3564,1954,3275,1337,880
1378,7627,7468,2240,1404,1448,1988,1682,1694,1945,1540,1151,12766,375,150,563,18,380,841,5667,3393,4028,1305,701
1379,6553,6250,2239,1406,1210,1873,1574,1448,1449,922,680,11404,339,91,184,3,163,615,5593,3063,2863,832,450
1380,5543,5366,1314,905,1485,1288,1170,1386,1499,1081,779,10131,269,114,77,5,203,109,3142,3048,2994,891,832
1381,9066,8254,1862,1279,1895,2215,2044,2297,2577,1845,1303,15422,750,156,299,12,382,297,4856,5185,4385,1682,1211
1382,6364,6223,1340,1015,953,1480,1409,1850,1973,1507,1056,11926,266,100,31,4,185,72,3361,3590,3068,1421,1145
1383,5564,5691,1421,924,874,1235,1189,1611,1752,1281,964,10823,128,55,17,18,175,36,3189,3248,3024,1102,690
1384,8014,8036,2079,1354,1757,2100,1781,2013,2068,1507,1388,12840,1345,928,45,5,562,324,5055,3685,4101,1909,1298
1385,5411,5622,1100,814,1529,1111,1128,1411,1692,1320,924,10432,199,129,21,2,180,67,2722,3059,3109,1241,901
1386,7258,6684,2178,1160,1612,2229,1586,1592,1638,1120,825,12325,735,199,63,32,442,143,4330,4062,3484,1258,805
1387,5915,5915,1469,1041,1316,1414,1290,1693,1735,1127,741,11301,111,87,13,6,239,70,3531,3381,3278,952,686
1388,6806,7476,1880,1191,2539,2278,1476,1537,1572,1049,758,7852,4309,926,159,5,711,318,4734,2877,3840,1612,1217
1389,6120,6442,1715,1027,806,1637,1573,1841,1862,1271,828,11520,407,226,28,1,353,25,3256,2541,3177,2158,1429
1390,7683,8272,2039,1359,1229,1881,1811,2180,2415,1583,1455,14260,563,431,45,1,528,125,4237,3049,3968,2653,2047
1391,5695,5515,1267,964,891,1252,1260,1600,1841,1237,895,10368,334,136,32,2,279,58,3211,2748,2941,1332,977
1392,6279,6193,1529,1109,986,1466,1393,1764,1919,1370,934,11537,403,99,23,4,274,130,3840,3343,3181,1239,868
1393,6276,6963,1578,1113,738,1650,1465,1860,2037,1535,1258,11745,716,340,25,0,257,154,3268,2331,3069,2566,2003
1394,5092,5575,1482,831,1242,2202,1245,1266,1179,703,512,5696,3584,214,96,2,449,624,3757,2143,2373,1458,934
1395,4954,5068,1384,997,1448,1741,1140,1128,1156,632,393,4117,4732,416,91,28,453,183,3760,2162,2607,956,536
1396,5955,6482,1451,1036,839,1676,1503,1656,1823,1376,1074,10403,1088,396,34,1,364,150,3311,3018,3345,1777,985
1397,5156,5353,1281,891,1162,1284,1161,1412,1597,1026,691,9630,488,121,12,4,180,71,2652,2166,2922,1650,1118
1398,8497,9024,2026,1530,2014,1994,1885,2340,2407,1844,1477,14866,856,1236,45,4,413,97,4303,2268,3951,3625,3371
1399,4970,4926,1139,843,820,1249,1102,1438,1534,985,782,8970,400,66,57,0,228,173,2816,2964,2647,929,537
1400,5070,5424,1230,913,835,1409,1112,1385,1650,1109,848,8649,1136,128,105,4,361,108,3012,2790,2848,1090,753
1401,5222,5354,1120,984,919,1212,1249,1479,1660,1143,807,9705,349,104,90,0,224,101,2747,2760,2945,1273,850
1402,5157,5654,1268,815,700,1559,1198,1486,1671,1134,976,9881,416,154,37,0,250,72,2535,2343,2902,1776,1254
1403,6006,6534,1382,1047,1645,1403,1380,1532,1579,1323,1247,10056,824,1139,46,4,346,122,2781,1748,3032,2597,2381
1404,5551,5580,1285,1024,799,1184,1268,1729,1741,1155,943,10583,205,144,43,0,123,31,2730,2529,2715,1814,1342
1405,7158,7785,1695,1072,1187,2323,1561,1888,2271,1553,1389,12982,1278,199,25,1,315,139,3714,4170,4268,1844,945
1406,6610,7569,2122,1317,1554,2204,1582,1656,1891,1076,773,5261,7159,661,52,10,481,551,5126,3497,3827,1161,566
1407,5630,5841,1515,844,1558,2452,1312,1185,1264,846,492,6735,2166,864,43,2,583,1075,3584,1961,2647,1919,1358
1408,8319,8513,1929,1422,1140,1824,1927,2528,2762,1913,1385,15985,253,126,218,3,152,94,4124,4186,4253,2491,1777
1409,5345,5021,1119,823,1258,1235,1142,1445,1543,1081,718,9560,322,102,34,4,205,138,2703,2913,3095,999,654
1410,6568,6885,1602,1185,1279,1490,1425,1815,2027,1552,1074,12534,318,165,33,3,223,173,3704,2954,3333,1959,1501
1411,5897,6015,1330,965,1802,1286,1222,1574,1697,1184,848,11248,232,111,47,6,197,69,3044,3170,3579,1241,877
1412,5086,5210,1332,896,772,1253,1201,1414,1498,1092,835,9393,237,75,18,2,189,379,3293,2910,2725,761,605
1413,7555,7937,2011,1336,1480,1949,1923,2048,2137,1414,1191,11926,1527,759,39,9,763,468,4528,3535,3741,2143,1543
1414,5469,5683,1239,871,1092,1496,1363,1604,1506,1190,788,10050,250,467,18,0,268,97,2576,1846,2782,2175,1770
1415,5842,5874,1487,1048,767,1208,1512,1858,1779,1240,812,11182,89,204,24,0,206,9,3241,2701,2688,1825,1261
1416,7894,8039,1840,1263,1654,2236,1868,2139,2286,1572,1071,13712,998,427,10,4,603,179,4132,3777,4173,2286,1564
1417,5063,5632,1198,707,2219,1722,1130,1144,1137,786,650,6140,2854,759,21,4,677,237,2833,2095,2709,1736,1321
1418,9810,10192,2160,1604,2284,2312,2333,2733,2918,2088,1566,17071,876,1253,21,26,664,89,4724,3849,4971,3438,3018
1419,5497,5247,1021,826,839,1226,1157,1516,1755,1391,1012,9619,542,162,37,0,251,131,2898,2971,2455,1302,1117
1420,5983,6278,1423,828,2177,1485,1234,1367,1577,1098,1069,9851,988,744,25,5,498,148,3217,2813,3536,1531,1163
1421,5263,5339,1238,986,872,1032,1162,1463,1729,1161,956,10150,55,106,19,6,187,76,2990,2938,2634,1184,854
1422,5337,5280,1154,917,899,1096,1041,1446,1739,1366,956,10141,139,74,30,3,172,55,3039,3398,2561,966,650
1423,5063,5233,893,650,2768,1289,1056,1053,1154,868,562,8253,406,1014,39,1,418,162,1847,1575,3128,1836,1908
1424,4939,5156,1301,855,814,1298,1188,1369,1420,1007,839,8881,600,236,21,0,297,58,2934,2546,2501,1093,1020
1425,4970,4888,1234,860,747,1074,1083,1341,1572,1155,790,9480,112,58,16,0,165,26,2985,3083,2400,808,581
1426,6197,6207,1576,1087,1450,1312,1283,1568,1827,1333,966,11551,176,106,279,0,220,70,3670,3630,3371,935,797
1427,6315,6534,1563,1064,1251,1517,1362,1625,1930,1412,1122,11834,347,66,41,14,258,288,3769,3561,3470,1197,850
1428,5581,5234,1221,935,818,1222,1218,1524,1709,1317,849,8748,717,222,37,12,463,614,3329,2688,2552,1280,965
1429,7095,7410,1534,1099,1461,1823,1684,2073,2184,1592,1051,12319,885,270,42,0,571,414,3609,3545,3764,2036,1551
1430,6209,6359,1243,1167,1314,1264,1308,1946,2054,1296,972,10842,685,348,20,2,257,410,3339,2789,3101,1824,1514
1431,8366,8454,1841,1371,1882,2179,2053,2418,2351,1535,1186,12022,2469,699,84,21,712,810,4478,3733,4428,2419,1761
1432,5981,6291,1721,1182,1187,1616,1491,1730,1610,966,765,8338,1893,331,21,14,378,1294,3904,2861,2908,1560,1038
1433,6285,6208,1536,1272,1169,1433,1602,1867,1674,1216,720,8882,1533,333,45,10,644,1042,3803,3081,3376,1339,893
1434,6804,6463,2470,1562,1655,1359,1425,1761,1507,887,638,11013,759,382,43,6,344,718,4859,2507,2993,1704,1203
1435,5090,5435,1263,1032,876,1174,1227,1532,1518,1097,803,6897,1168,764,22,0,386,1285,3071,1796,2377,1913,1367
1436,5147,5413,1309,955,1027,1152,1110,1492,1455,1003,1054,7949,1080,856,9,3,223,437,2946,1701,2033,2084,1795
1437,5655,5703,3004,1511,1071,1409,1265,1040,956,661,437,8198,1716,309,9,0,185,939,5804,1943,1915,962,732
1438,5086,5099,1034,1006,854,1067,1228,1658,1579,1054,701,8885,328,197,26,1,217,530,2614,2261,2219,1835,1255
1439,7400,7498,1962,1352,1275,1691,1879,2228,2106,1371,1031,10018,1436,588,22,1,503,2329,4737,2448,2629,2778,2304
1440,6650,7054,1685,1495,1000,1137,1476,2291,2226,1339,1052,11575,495,674,37,1,236,684,3947,1731,2008,3096,2920
1441,5966,6055,1706,1198,1231,1082,1729,1759,1472,890,952,9287,421,612,47,5,300,1347,3929,1635,1830,2407,2219
1442,8077,8627,2080,1527,1311,1976,2126,2426,2336,1574,1345,11020,1864,1678,39,6,529,1566,4586,2007,2569,3515,4026
1443,9575,10421,2520,1816,1885,2774,2602,2680,2410,1750,1556,10571,3898,1288,106,7,829,3297,6924,4136,4130,2746,2059
1444,9073,10163,2507,1603,1827,2388,2473,2695,2517,1712,1512,9627,6286,933,46,7,544,1792,6212,3437,3649,3047,2890
1445,5557,5864,1640,1150,721,1035,1322,1620,1516,1213,1200,8569,287,1961,17,1,150,434,3297,1254,1456,2712,2701
1446,5483,5797,1299,1088,1104,991,1200,1693,1703,1193,1005,8675,442,1269,36,0,262,595,2923,1613,1935,2634,2174
1447,5193,5205,1239,887,865,1082,1275,1464,1675,971,937,7447,201,2207,57,2,219,262,2604,1848,1897,2414,1633
1448,5651,5988,1307,1075,1034,1409,1474,1643,1621,1133,942,6357,1051,2513,30,3,298,1386,3461,1902,2225,2298,1752
1449,5870,6095,1449,1141,1193,1339,1436,1782,1683,1072,867,7177,2065,1294,25,1,343,1057,3321,2209,2649,2245,1539
1450,6985,7728,2253,1172,1786,2084,2015,1848,1567,1163,820,4530,5920,241,141,0,1318,2560,5828,3463,3035,1499,886
1451,5491,5853,1407,845,1039,1355,1385,1583,1687,1076,964,8705,355,1111,7,0,230,935,2887,2611,2558,2004,1283
1452,5271,5550,1263,930,946,1221,1193,1691,1633,1029,912,9755,296,388,10,1,222,146,2538,2259,2419,2222,1383
1453,5017,5115,1284,964,796,1041,1221,1519,1570,1026,707,9284,217,365,16,0,149,101,2577,1602,1973,2249,1729
1454,5112,5194,1262,978,783,1138,1225,1603,1529,1048,737,7725,1402,309,35,3,326,504,2727,1882,2041,2026,1628
1455,5392,5707,1259,1068,936,1442,1327,1635,1633,1028,767,5730,2769,1028,28,16,463,1062,2975,2053,2612,2057,1401
1456,5019,5463,1500,901,862,1386,1197,1299,1514,992,828,8244,869,497,21,0,137,712,3026,1750,1863,1996,1846
1457,5031,5114,1274,1006,748,940,1218,1612,1606,954,784,8460,459,275,30,0,168,751,2901,1433,1842,2123,1845
1458,4945,5073,1203,946,759,891,1009,1619,1587,1017,984,8434,349,905,0,10,152,167,2488,1505,2100,2071,1852
1459,5718,5937,1360,1136,943,1029,1253,2048,1683,1171,1029,10732,146,481,3,0,145,146,2837,2040,2453,2438,1885
1460,5655,5638,1252,988,1617,1065,1204,1569,1532,1171,891,9788,251,902,15,0,210,125,2639,2039,2728,1864,2021
1461,6862,6989,1414,1049,854,1415,1489,1947,2240,1970,1470,12258,773,254,24,2,247,291,3424,3085,3078,2311,1952
1462,6456,6742,1718,1250,1339,1669,1608,1875,1888,1171,677,11100,1174,268,74,0,334,247,4175,3381,3247,1359,1034
1463,6236,6511,1534,1118,1101,1630,1587,2069,1729,1196,779,10765,1069,408,10,10,193,289,3508,3161,3271,1651,1153
1464,5539,5631,1386,1066,1032,1460,1411,1708,1451,913,740,9624,449,598,8,1,251,236,3071,2650,2927,1555,965
1465,4712,4855,1075,886,865,1095,1183,1499,1386,929,646,8534,330,363,18,4,159,157,2347,2185,2233,1646,1155
1466,6434,6641,1926,1316,1431,1860,1944,1741,1541,758,556,7487,2067,344,73,3,458,2641,5661,3230,2702,1008,472
1467,5212,5282,1355,1052,904,1267,1243,1640,1550,806,674,8517,944,242,62,0,173,554,2987,2175,2357,1664,1309
1468,4860,5058,1110,845,843,1442,1112,1548,1430,886,699,8090,743,297,33,9,233,512,2588,2613,2359,1412,946
1469,5441,5752,1605,938,1028,1513,1391,1667,1452,881,715,6028,2799,471,56,0,530,1308,3635,2938,2496,1355,768
1470,5162,5857,1524,839,901,1596,1402,1320,1246,1122,1065,5129,1879,486,65,26,476,2956,3852,1885,2018,1569,1694
1471,6820,8297,2043,1379,1565,2238,1869,2010,1910,1216,884,2125,10303,425,106,8,359,1789,5681,3418,3361,1773,883
1472,5593,6376,1351,857,1006,1506,1579,1634,1592,1281,1160,4937,3923,372,55,2,474,2204,3759,2813,2994,1474,928
1473,6050,6640,1715,1057,1084,2004,1793,1604,1501,979,950,4153,3159,1093,95,9,606,3572,4820,2762,2824,1503,780
1474,7937,9213,2971,1869,2171,2702,2033,2025,1748,982,645,2646,6875,168,119,31,627,6682,8818,3480,3431,1068,352
1475,6373,6839,2148,1306,1319,2454,1672,1632,1374,768,535,2556,2615,703,89,11,559,6676,6442,2922,2420,1008,419
1476,6529,7432,2544,1463,1554,2305,1677,1890,1333,787,407,1658,5039,204,71,1,353,6633,7315,2811,2667,895,272
1477,6563,7556,2306,1536,1434,2308,1832,1781,1483,850,585,1918,5278,225,105,36,492,6062,6999,2837,2814,1099,368
1478,8808,9750,2929,1689,1852,2955,2278,2365,2096,1346,1044,3771,6175,1537,139,2,790,6142,8276,3963,4000,1603,715
1479,7811,7856,2649,1645,1813,2684,2041,1959,1503,726,644,2534,5402,104,124,8,598,6896,8198,3334,2857,967,311
1480,10404,11256,2351,1390,1963,4712,2929,2719,2423,1734,1437,7771,3010,673,183,11,1726,8284,8272,3521,3982,3669,2215
1481,6189,6929,1224,748,2107,2943,1594,1525,1243,918,812,5105,3225,1143,85,8,1413,2138,3844,1974,2494,2449,2357
1482,6301,7304,1792,963,1187,2795,2021,1825,1524,858,636,2676,8058,536,31,9,611,1681,4561,2477,2595,2241,1729
1483,5652,6504,1463,1045,1225,2203,1696,1492,1439,808,783,3467,4409,934,71,20,448,2804,4814,2388,2001,1801,1151
1484,9547,11959,2209,985,1034,4573,3022,2747,2361,2308,2264,17502,591,2334,63,5,596,414,3666,1378,1840,6987,7634
1485,8719,10692,2072,884,877,3563,2834,2530,2515,2399,1735,14797,1352,1864,36,0,637,723,3778,1251,1971,5417,6993
1486,8304,7502,872,401,1360,4450,2620,2049,1945,1251,854,11088,951,2672,74,6,513,501,2000,1363,1971,5979,4493
1487,7124,7770,978,377,1695,3935,2110,1619,1556,1442,1181,11189,644,2589,17,11,334,107,1774,771,1709,5996,4644
1488,7467,7980,957,750,1747,3414,1989,1762,1887,1504,1433,6586,1518,4836,102,2,624,1776,5046,2422,2482,3769,1728
1489,7520,8045,1473,530,1568,3880,2598,1830,1636,1183,863,12039,403,2375,29,0,546,169,2476,833,1564,5958,4732
1490,7939,8528,2045,1473,1269,2065,2087,2393,2293,1718,1120,15013,162,796,25,11,225,233,4373,4015,3571,2832,1674
1491,6608,7225,1830,1154,1092,1830,1701,1946,1910,1303,1065,10374,568,2014,19,7,332,517,4228,3287,2745,2137,1435
1492,8468,8715,2418,1512,1647,2485,2207,2296,2282,1400,933,9708,4095,1576,36,0,533,1233,5936,3916,3441,2408,1481
1493,8108,8154,2379,1149,1254,4525,2628,1419,1290,931,683,12119,963,1102,61,7,621,1387,5475,2456,2154,4181,1994
1494,6492,6440,1542,1011,1567,3402,1749,1340,1114,683,522,4532,3082,660,84,5,436,4131,4965,2541,2215,2503,707
1495,6883,8029,2445,1312,1419,3292,2019,1633,1316,848,625,4821,7597,509,82,7,583,1311,5472,3148,2445,2614,1232
1496,6647,7585,1725,858,1196,3535,2494,1619,1300,827,674,7652,3659,1401,44,17,677,780,3717,1497,1985,3773,3259
1497,5553,6226,1840,766,521,2478,2246,1555,1103,769,497,8576,1114,897,43,3,655,488,3220,928,999,3260,3370
1498,6120,7287,1597,929,1253,3086,1993,1571,1373,949,653,3734,7854,508,33,4,561,709,4007,2523,2328,2759,1788
1499,5041,6613,1653,1069,1095,1931,1624,1513,1373,825,568,1141,9019,152,24,5,288,1024,4696,3273,2364,998,320
1500,7360,8774,2675,1460,1599,2471,1977,2066,1903,1123,856,3796,9241,719,33,13,381,1948,6440,5307,2853,1102,430
1501,9299,11256,2877,1929,1689,2782,2578,2625,2900,1908,1262,5120,13201,1050,30,0,309,843,6513,4557,4653,3064,1766
1502,5961,7527,1716,1176,1190,1970,1786,1773,1723,1233,919,551,11980,157,39,0,219,539,4255,3662,3048,1709,813
1503,5007,5777,1347,859,872,2268,1381,1289,1231,887,647,2826,6972,222,13,0,279,470,3316,2421,2303,1763,980
1504,7055,6962,2249,1130,977,2642,2202,1853,1417,917,627,6009,515,4382,73,0,435,2601,7217,2205,1530,1838,1224
1505,5933,6337,1575,838,873,1949,1645,1637,1617,1203,930,7491,324,3019,49,8,414,964,4061,2212,1882,2479,1635
